date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2018-10-12,Austria,Northern Ireland,1,0,UEFA Nations League,Vienna,Austria,FALSE
2018-10-12,Estonia,Finland,0,1,UEFA Nations League,Tallinn,Estonia,FALSE
2018-10-12,Greece,Hungary,1,0,UEFA Nations League,Athens,Greece,FALSE
2018-10-12,Belarus,Luxembourg,1,0,UEFA Nations League,Minsk,Belarus,FALSE
2018-10-12,Moldova,San Marino,2,0,UEFA Nations League,Chișinău,Moldova,FALSE
2018-10-12,Cambodia,Timor-Leste,2,2,Friendly,Phnom Penh,Cambodia,FALSE
2018-10-12,Japan,Panama,3,0,Friendly,Niigata,Japan,FALSE
2018-10-12,South Korea,Uruguay,2,1,Friendly,Seoul,South Korea,FALSE
2018-10-12,Peru,Chile,3,0,Friendly,Miami Gardens,United States,TRUE
2018-10-12,Qatar,Ecuador,4,3,Friendly,Doha,Qatar,FALSE
2018-10-12,Saudi Arabia,Brazil,0,2,Friendly,Riyadh,Saudi Arabia,FALSE
2018-10-12,Singapore,Mongolia,2,0,Friendly,Bishan,Singapore,FALSE
2018-10-12,Sri Lanka,Malaysia,1,4,Friendly,Colombo,Sri Lanka,FALSE
2018-10-12,Cameroon,Malawi,1,0,African Cup of Nations qualification,Yaoundé,Cameroon,FALSE
2018-10-12,Gabon,South Sudan,3,0,African Cup of Nations qualification,Libreville,Gabon,FALSE
2018-10-12,Togo,Gambia,1,1,African Cup of Nations qualification,Lomé,Togo,FALSE
2018-10-12,Ivory Coast,Central African Republic,4,0,African Cup of Nations qualification,Bouaké,Ivory Coast,FALSE
2018-10-12,Angola,Mauritania,4,1,African Cup of Nations qualification,Luanda,Angola,FALSE
2018-10-12,Egypt,Eswatini,4,1,African Cup of Nations qualification,Cairo,Egypt,FALSE
2018-10-12,Cape Verde,Tanzania,3,0,African Cup of Nations qualification,Praia,Cape Verde,FALSE
2018-10-12,Basque Country,Venezuela,4,2,Friendly,Vitoria-Gasteiz,Spain,FALSE
2018-10-12,United States Virgin Islands,Curacao,0,5,CONCACAF Nations League qualifying,Bradenton,United States,TRUE
2018-10-12,Bahamas,Antigua and Barbuda,0,6,CONCACAF Nations League qualifying,Nassau,Bahamas,FALSE
2018-10-12,Dominican Republic,Cayman Islands,3,0,CONCACAF Nations League qualifying,Santiago de los Caballeros,Dominican Republic,FALSE
2018-10-12,Bermuda,Sint Maarten,12,0,CONCACAF Nations League qualifying,Hamilton,Bermuda,FALSE
2018-10-12,Grenada,Cuba,0,2,CONCACAF Nations League qualifying,Saint George's,Grenada,FALSE
2018-10-13,Netherlands,Germany,3,0,UEFA Nations League,Amsterdam,Netherlands,FALSE
2018-10-13,Slovakia,Czech Republic,1,2,UEFA Nations League,Trnava,Slovakia,FALSE
2018-10-13,Republic of Ireland,Denmark,0,0,UEFA Nations League,Dublin,Republic of Ireland,FALSE
2018-10-13,Norway,Slovenia,1,0,UEFA Nations League,Oslo,Norway,FALSE
2018-10-13,Bulgaria,Cyprus,2,1,UEFA Nations League,Sofia,Bulgaria,FALSE
2018-10-13,Latvia,Kazakhstan,1,1,UEFA Nations League,Riga,Latvia,FALSE
2018-10-13,Georgia,Andorra,3,0,UEFA Nations League,Tbilisi,Georgia,FALSE
2018-10-13,Armenia,Gibraltar,0,1,UEFA Nations League,Yerevan,Armenia,FALSE
2018-10-13,North Macedonia,Liechtenstein,4,1,UEFA Nations League,Skopje,North Macedonia,FALSE
2018-10-13,China PR,India,0,0,Friendly,Suzhou,China PR,FALSE
2018-10-13,Myanmar,Bolivia,0,3,Friendly,Yangon,Myanmar,FALSE
2018-10-13,Oman,Philippines,1,1,Friendly,Al Rayyan,Oman,FALSE
2018-10-13,Uzbekistan,North Korea,2,0,Friendly,Tashkent,Uzbekistan,FALSE
2018-10-13,Equatorial Guinea,Madagascar,0,1,African Cup of Nations qualification,Bata,Equatorial Guinea,FALSE
2018-10-13,Nigeria,Libya,4,0,African Cup of Nations qualification,Uyo,Nigeria,FALSE
2018-10-13,Puerto Rico,Martinique,0,1,CONCACAF Nations League qualifying,Bayamón,Puerto Rico,FALSE
2018-10-13,Turks and Caicos Islands,Guyana,0,8,CONCACAF Nations League qualifying,Providenciales,Turks and Caicos Islands,FALSE
2018-10-13,Suriname,British Virgin Islands,5,0,CONCACAF Nations League qualifying,Paramaribo,Suriname,FALSE
2018-10-13,El Salvador,Barbados,3,0,CONCACAF Nations League qualifying,San Salvador,El Salvador,FALSE
2018-10-14,Poland,Italy,0,1,UEFA Nations League,Chorzow,Poland,FALSE
2018-10-14,Russia,Turkey,2,0,UEFA Nations League,Sochi,Russia,FALSE
2018-10-14,Israel,Albania,2,0,UEFA Nations League,Beer Sheva,Israel,FALSE
2018-10-14,Romania,Serbia,0,0,UEFA Nations League,Bucharest,Romania,FALSE
2018-10-14,Lithuania,Montenegro,1,4,UEFA Nations League,Vilnius,Lithuania,FALSE
2018-10-14,Faroe Islands,Kosovo,1,1,UEFA Nations League,Tórshavn,Faroe Islands,FALSE
2018-10-14,Azerbaijan,Malta,1,1,UEFA Nations League,Baku,Azerbaijan,FALSE
2018-10-14,Scotland,Portugal,1,3,Friendly,Glasgow,Scotland,FALSE
2018-10-14,Thailand,Trinidad and Tobago,1,0,Friendly,Suphan Buri,Thailand,FALSE
2018-10-14,Guinea-Bissau,Zambia,2,1,African Cup of Nations qualification,Bissau,Guinea-Bissau,FALSE
2018-10-14,Saint Martin,Saint Kitts and Nevis,0,10,CONCACAF Nations League qualifying,The Valley,Anguilla,TRUE
2018-10-14,Bonaire,Jamaica,0,6,CONCACAF Nations League qualifying,Willemstad,Netherlands Antilles,TRUE
2018-10-14,Montserrat,Belize,1,0,CONCACAF Nations League qualifying,Lookout,Montserrat,FALSE
2018-10-14,Nicaragua,Anguilla,6,0,CONCACAF Nations League qualifying,Heredia,Costa Rica,TRUE
2018-10-15,Iceland,Switzerland,1,2,UEFA Nations League,Reykjavík,Iceland,FALSE
2018-10-15,Spain,England,2,3,UEFA Nations League,Sevilla,Spain,FALSE
2018-10-15,Bosnia and Herzegovina,Northern Ireland,2,0,UEFA Nations League,Sarajevo,Bosnia and Herzegovina,FALSE
2018-10-15,Estonia,Hungary,3,3,UEFA Nations League,Tallinn,Estonia,FALSE
2018-10-15,Finland,Greece,2,0,UEFA Nations League,Tampere,Finland,FALSE
2018-10-15,Luxembourg,San Marino,3,0,UEFA Nations League,Luxembourg City,Luxembourg,FALSE
2018-10-15,Belarus,Moldova,0,0,UEFA Nations League,Minsk,Belarus,FALSE
2018-10-15,Croatia,Jordan,2,1,Friendly,Rijeka,Croatia,FALSE
2018-10-15,Kuwait,Australia,0,4,Friendly,Kuwait City,Kuwait,FALSE
2018-10-15,Saudi Arabia,Iraq,1,1,Friendly,Riyadh,Saudi Arabia,FALSE
2018-10-16,France,Germany,2,1,UEFA Nations League,Paris,France,FALSE
2018-10-16,Ukraine,Czech Republic,1,0,UEFA Nations League,Kharkiv,Ukraine,FALSE
2018-10-16,Republic of Ireland,Wales,0,1,UEFA Nations League,Dublin,Republic of Ireland,FALSE
2018-10-16,Norway,Bulgaria,1,0,UEFA Nations League,Oslo,Norway,FALSE
2018-10-16,Slovenia,Cyprus,1,1,UEFA Nations League,Ljubljana,Slovenia,FALSE
2018-10-16,Kazakhstan,Andorra,4,0,UEFA Nations League,Astana,Kazakhstan,FALSE
2018-10-16,Latvia,Georgia,0,3,UEFA Nations League,Riga,Latvia,FALSE
2018-10-16,Armenia,North Macedonia,4,0,UEFA Nations League,Yerevan,Armenia,FALSE
2018-10-16,Gibraltar,Liechtenstein,2,1,UEFA Nations League,Gibraltar,Gibraltar,FALSE
2018-10-16,Bahrain,Myanmar,4,1,Friendly,East Riffa,Bahrain,FALSE
2018-10-16,Belgium,Netherlands,1,1,Friendly,Brussels,Belgium,FALSE
2018-10-16,Cambodia,Singapore,1,2,Friendly,Phnom Penh,Cambodia,FALSE
2018-10-16,China PR,Syria,2,0,Friendly,Nanjing,China PR,FALSE
2018-10-16,Colombia,Costa Rica,3,1,Friendly,Harrison,United States,TRUE
2018-10-16,Denmark,Austria,2,0,Friendly,Herning,Denmark,FALSE
2018-10-16,Indonesia,Hong Kong,1,1,Friendly,Cikarang,Indonesia,FALSE
2018-10-16,Iran,Bolivia,2,1,Friendly,Tehran,Iran,FALSE
2018-10-16,Japan,Uruguay,4,3,Friendly,Saitama,Japan,FALSE
2018-10-16,South Korea,Panama,2,2,Friendly,Cheonan,South Korea,FALSE
2018-10-16,Laos,Mongolia,1,4,Friendly,Vientiane,Laos,FALSE
2018-10-16,Malaysia,Kyrgyzstan,0,1,Friendly,Malacca City,Malaysia,FALSE
2018-10-16,Mexico,Chile,0,1,Friendly,Queretaro,Mexico,FALSE
2018-10-16,Oman,Ecuador,0,0,Friendly,Doha,Qatar,TRUE
2018-10-16,Sweden,Slovakia,1,1,Friendly,Stockholm,Sweden,FALSE
2018-10-16,United Arab Emirates,Venezuela,0,2,Friendly,Barcelona,Spain,TRUE
2018-10-16,United States,Peru,1,1,Friendly,East Hartford,United States,FALSE
2018-10-16,Uzbekistan,Qatar,2,0,Friendly,Tashkent,Uzbekistan,FALSE
2018-10-16,Madagascar,Equatorial Guinea,1,0,African Cup of Nations qualification,Antananarivo,Madagascar,FALSE
2018-10-16,Malawi,Cameroon,0,0,African Cup of Nations qualification,Blantyre,Malawi,FALSE
2018-10-16,Burundi,Mali,1,1,African Cup of Nations qualification,Bujumbura,Burundi,FALSE
2018-10-16,Benin,Algeria,1,0,African Cup of Nations qualification,Cotonou,Benin,FALSE
2018-10-16,Seychelles,South Africa,0,0,African Cup of Nations qualification,Victoria,Seychelles,FALSE
2018-10-16,Liberia,Congo,2,1,African Cup of Nations qualification,Monrovia,Liberia,FALSE
2018-10-16,Central African Republic,Ivory Coast,0,0,African Cup of Nations qualification,Bangui,Central African Republic,FALSE
2018-10-16,Mauritania,Angola,1,0,African Cup of Nations qualification,Nouakchott,Mauritania,FALSE
2018-10-16,Eswatini,Egypt,0,2,African Cup of Nations qualification,Manzini,Eswatini,FALSE
2018-10-16,Tanzania,Cape Verde,2,0,African Cup of Nations qualification,Dar es Salaam,Tanzania,FALSE
2018-10-16,Argentina,Brazil,0,1,Friendly,Jeddah,Saudi Arabia,TRUE
2018-10-16,Martinique,British Virgin Islands,4,0,CONCACAF Nations League qualifying,Fort de France,Martinique,FALSE
2018-10-16,Canada,Dominica,5,0,CONCACAF Nations League qualifying,Toronto,Canada,FALSE
2018-10-16,Guadeloupe,Aruba,0,0,CONCACAF Nations League qualifying,Les Abymes,Guadeloupe,FALSE
2018-10-16,Saint Lucia,Haiti,1,2,CONCACAF Nations League qualifying,Fort de France,Martinique,TRUE
2018-10-21,Parishes of Jersey,Yorkshire,2,1,Friendly,St. Peter,Jersey,FALSE
2018-11-03,Malaysia,Maldives,3,0,Friendly,Kuala Lumpur,Malaysia,FALSE
2018-11-08,Cambodia,Malaysia,0,1,AFF Championship,Phnom Penh,Cambodia,FALSE
2018-11-08,Laos,Vietnam,0,3,AFF Championship,Vientiane,Laos,FALSE
2018-11-09,Timor-Leste,Thailand,0,7,AFF Championship,Bangkok,Thailand,TRUE
2018-11-09,Singapore,Indonesia,1,0,AFF Championship,Kallang,Singapore,FALSE
2018-11-11,North Korea,Mongolia,4,1,EAFF Championship,Taipei,Chinese Taipei,TRUE
2018-11-11,Chinese Taipei,Hong Kong,1,2,EAFF Championship,Taipei,Chinese Taipei,FALSE
2018-11-12,Myanmar,Cambodia,4,1,AFF Championship,Mandalay,Myanmar,FALSE
2018-11-12,Malaysia,Laos,3,1,AFF Championship,Kuala Lumpur,Malaysia,FALSE
2018-11-13,Indonesia,Timor-Leste,3,1,AFF Championship,Jakarta,Indonesia,FALSE
2018-11-13,Philippines,Singapore,1,0,AFF Championship,Bacolod,Philippines,FALSE
2018-11-13,Chinese Taipei,Mongolia,2,1,EAFF Championship,Taipei,Chinese Taipei,FALSE
2018-11-13,Hong Kong,North Korea,0,0,EAFF Championship,Taipei,Chinese Taipei,TRUE
2018-11-14,Switzerland,Qatar,0,1,Friendly,Lugano,Switzerland,FALSE
2018-11-14,Vanuatu,New Caledonia,0,1,Friendly,Port Vila,Vanuatu,FALSE
2018-11-15,Belgium,Iceland,2,0,UEFA Nations League,Brussels,Belgium,FALSE
2018-11-15,Croatia,Spain,3,2,UEFA Nations League,Zagreb,Croatia,FALSE
2018-11-15,Austria,Bosnia and Herzegovina,0,0,UEFA Nations League,Vienna,Austria,FALSE
2018-11-15,Hungary,Estonia,2,0,UEFA Nations League,Budapest,Hungary,FALSE
2018-11-15,Greece,Finland,1,0,UEFA Nations League,Athens,Greece,FALSE
2018-11-15,Andorra,Georgia,1,1,UEFA Nations League,Andorra la Vella,Andorra,FALSE
2018-11-15,Kazakhstan,Latvia,1,1,UEFA Nations League,Astana,Kazakhstan,FALSE
2018-11-15,Luxembourg,Belarus,0,2,UEFA Nations League,Luxembourg City,Luxembourg,FALSE
2018-11-15,San Marino,Moldova,0,1,UEFA Nations League,Serravalle,San Marino,FALSE
2018-11-15,England,United States,3,0,Friendly,London,England,FALSE
2018-11-15,Germany,Russia,3,0,Friendly,Leipzig,Germany,FALSE
2018-11-15,Iran,Trinidad and Tobago,1,0,Friendly,Tehran,Iran,FALSE
2018-11-15,Israel,Guatemala,7,0,Friendly,Netanya,Israel,FALSE
2018-11-15,Peru,Ecuador,0,2,Friendly,Lima,Peru,FALSE
2018-11-15,Poland,Czech Republic,0,1,Friendly,Gdańsk,Poland,FALSE
2018-11-15,Republic of Ireland,Northern Ireland,0,0,Friendly,Dublin,Republic of Ireland,FALSE
2018-11-15,Uzbekistan,Lebanon,0,0,Friendly,Robina,Australia,TRUE
2018-11-16,Netherlands,France,2,0,UEFA Nations League,Rotterdam,Netherlands,FALSE
2018-11-16,Slovakia,Ukraine,4,1,UEFA Nations League,Trnava,Slovakia,FALSE
2018-11-16,Wales,Denmark,1,2,UEFA Nations League,Cardiff,Wales,FALSE
2018-11-16,Slovenia,Norway,1,1,UEFA Nations League,Ljubljana,Slovenia,FALSE
2018-11-16,Cyprus,Bulgaria,1,1,UEFA Nations League,Nicosia,Cyprus,FALSE
2018-11-16,Gibraltar,Armenia,2,6,UEFA Nations League,Gibraltar,Gibraltar,FALSE
2018-11-16,Liechtenstein,North Macedonia,0,2,UEFA Nations League,Vaduz,Liechtenstein,FALSE
2018-11-16,Argentina,Mexico,2,0,Friendly,Cordoba,Argentina,FALSE
2018-11-16,Brazil,Uruguay,1,0,Friendly,London,England,TRUE
2018-11-16,Chile,Costa Rica,2,3,Friendly,Rancagua,Chile,FALSE
2018-11-16,Honduras,Panama,1,0,Friendly,Tegucigalpa,Honduras,FALSE
2018-11-16,Japan,Venezuela,1,1,Friendly,Ōita,Japan,FALSE
2018-11-16,Oman,Syria,1,1,Friendly,Muscat,Oman,FALSE
2018-11-16,Palestine,Pakistan,2,1,Friendly,Al Ram,Palestine,FALSE
2018-11-16,Saudi Arabia,Yemen,1,0,Friendly,Damman,Saudi Arabia,FALSE
2018-11-16,United Arab Emirates,Bolivia,0,0,Friendly,Dubai,United Arab Emirates,FALSE
2018-11-16,Laos,Myanmar,1,3,AFF Championship,Vientiane,Laos,FALSE
2018-11-16,Vietnam,Malaysia,2,0,AFF Championship,Hanoi,Vietnam,FALSE
2018-11-16,Morocco,Cameroon,2,0,African Cup of Nations qualification,Casablanca,Morocco,FALSE
2018-11-16,South Sudan,Burundi,2,5,African Cup of Nations qualification,Juba,South Sudan,FALSE
2018-11-16,Egypt,Tunisia,3,2,African Cup of Nations qualification,Alexandria,Egypt,FALSE
2018-11-16,Chinese Taipei,North Korea,0,2,EAFF Championship,Taipei,Chinese Taipei,FALSE
2018-11-16,Mongolia,Hong Kong,1,5,EAFF Championship,Taipei,Chinese Taipei,TRUE
2018-11-16,Grenada,Saint Martin,5,2,CONCACAF Nations League qualifying,Saint George's,Grenada,FALSE
2018-11-16,Bermuda,El Salvador,1,0,CONCACAF Nations League qualifying,Hamilton,Bermuda,FALSE
2018-11-16,Aruba,Montserrat,0,2,CONCACAF Nations League qualifying,Willemstad,Netherlands Antilles,TRUE
2018-11-16,Belize,Puerto Rico,1,0,CONCACAF Nations League qualifying,Belmopan,Belize,FALSE
2018-11-17,Italy,Portugal,0,0,UEFA Nations League,Milan,Italy,FALSE
2018-11-17,Turkey,Sweden,0,1,UEFA Nations League,Konya,Turkey,FALSE
2018-11-17,Albania,Scotland,0,4,UEFA Nations League,Shkodër,Albania,FALSE
2018-11-17,Serbia,Montenegro,2,1,UEFA Nations League,Belgrade,Serbia,FALSE
2018-11-17,Romania,Lithuania,3,0,UEFA Nations League,Ploiești,Romania,FALSE
2018-11-17,Malta,Kosovo,0,5,UEFA Nations League,Attard,Malta,FALSE
2018-11-17,Azerbaijan,Faroe Islands,2,0,UEFA Nations League,Baku,Azerbaijan,FALSE
2018-11-17,Australia,South Korea,1,1,Friendly,Brisbane,Australia,FALSE
2018-11-17,Jordan,India,2,1,Friendly,Amman,Jordan,FALSE
2018-11-17,Vanuatu,New Caledonia,2,2,Friendly,Port Vila,Vanuatu,FALSE
2018-11-17,Thailand,Indonesia,4,2,AFF Championship,Bangkok,Thailand,FALSE
2018-11-17,Timor-Leste,Philippines,2,3,AFF Championship,Kuala Lumpur,Malaysia,TRUE
2018-11-17,Equatorial Guinea,Senegal,0,1,African Cup of Nations qualification,Bata,Equatorial Guinea,FALSE
2018-11-17,Gambia,Benin,3,1,African Cup of Nations qualification,Bakau,Gambia,FALSE
2018-11-17,Seychelles,Libya,1,8,African Cup of Nations qualification,Victoria,Seychelles,FALSE
2018-11-17,Namibia,Guinea-Bissau,0,0,African Cup of Nations qualification,Windhoek,Namibia,FALSE
2018-11-17,Uganda,Cape Verde,1,0,African Cup of Nations qualification,Kira,Uganda,FALSE
2018-11-17,Cuba,Dominican Republic,1,0,CONCACAF Nations League qualifying,Havana,Cuba,FALSE
2018-11-17,Jamaica,Suriname,2,1,CONCACAF Nations League qualifying,Kingston,Jamaica,FALSE
2018-11-17,Cayman Islands,Saint Lucia,0,0,CONCACAF Nations League qualifying,George Town,Cayman Islands,FALSE
2018-11-17,Nicaragua,Haiti,0,2,CONCACAF Nations League qualifying,Managua,Nicaragua,FALSE
2018-11-18,Switzerland,Belgium,5,2,UEFA Nations League,Luzern,Switzerland,FALSE
2018-11-18,England,Croatia,2,1,UEFA Nations League,London,England,FALSE
2018-11-18,Northern Ireland,Austria,1,2,UEFA Nations League,Belfast,Northern Ireland,FALSE
2018-11-18,Greece,Estonia,0,1,UEFA Nations League,Athens,Greece,FALSE
2018-11-18,Hungary,Finland,2,0,UEFA Nations League,Budapest,Hungary,FALSE
2018-11-18,San Marino,Belarus,0,2,UEFA Nations League,Serravalle,San Marino,FALSE
2018-11-18,Moldova,Luxembourg,1,1,UEFA Nations League,Chișinău,Moldova,FALSE
2018-11-18,Spain,Bosnia and Herzegovina,1,0,Friendly,Las Palmas,Spain,FALSE
2018-11-18,Ethiopia,Ghana,0,2,African Cup of Nations qualification,Addis Ababa,Ethiopia,FALSE
2018-11-18,Congo,DR Congo,1,1,African Cup of Nations qualification,Brazzaville,Congo,FALSE
2018-11-18,Guinea,Ivory Coast,1,1,African Cup of Nations qualification,Conakry,Guinea,FALSE
2018-11-18,Angola,Burkina Faso,2,1,African Cup of Nations qualification,Luanda,Angola,FALSE
2018-11-18,Yorkshire,Panjab,5,4,Friendly,Ossett,England,FALSE
2018-11-18,Turks and Caicos Islands,Saint Vincent and the Grenadines,3,2,CONCACAF Nations League qualifying,Providenciales,Turks and Caicos Islands,FALSE
2018-11-18,Bahamas,Anguilla,1,1,CONCACAF Nations League qualifying,Nassau,Bahamas,FALSE
2018-11-18,Barbados,United States Virgin Islands,3,0,CONCACAF Nations League qualifying,Bridgetown,Barbados,FALSE
2018-11-18,Saint Kitts and Nevis,Canada,0,1,CONCACAF Nations League qualifying,Basseterre,Saint Kitts and Nevis,TRUE
2018-11-19,Germany,Netherlands,2,2,UEFA Nations League,Gelsenkirchen,Germany,FALSE
2018-11-19,Czech Republic,Slovakia,1,0,UEFA Nations League,Prague,Czech Republic,FALSE
2018-11-19,Denmark,Republic of Ireland,0,0,UEFA Nations League,Aarhus,Denmark,FALSE
2018-11-19,Bulgaria,Slovenia,1,1,UEFA Nations League,Sofia,Bulgaria,FALSE
2018-11-19,Cyprus,Norway,0,2,UEFA Nations League,Nicosia,Cyprus,FALSE
2018-11-19,Andorra,Latvia,0,0,UEFA Nations League,Andorra la Vella,Andorra,FALSE
2018-11-19,Georgia,Kazakhstan,2,1,UEFA Nations League,Tbilisi,Georgia,FALSE
2018-11-19,North Macedonia,Gibraltar,4,0,UEFA Nations League,Skopje,North Macedonia,FALSE
2018-11-19,Liechtenstein,Armenia,2,2,UEFA Nations League,Vaduz,Liechtenstein,FALSE
2018-11-19,Iceland,Qatar,2,2,Friendly,Eupen,Belgium,TRUE
2018-11-19,Oman,Bahrain,2,1,Friendly,Muscat,Oman,FALSE
2018-11-19,Curacao,Guadeloupe,6,0,CONCACAF Nations League qualifying,Willemstad,Netherlands Antilles,TRUE
2018-11-19,Martinique,Antigua and Barbuda,4,2,CONCACAF Nations League qualifying,Fort de France,Martinique,FALSE
2018-11-20,Portugal,Poland,1,1,UEFA Nations League,Guimaraes,Portugal,FALSE
2018-11-20,Sweden,Russia,2,0,UEFA Nations League,Stockholm,Sweden,FALSE
2018-11-20,Scotland,Israel,3,2,UEFA Nations League,Glasgow,Scotland,FALSE
2018-11-20,Montenegro,Romania,0,1,UEFA Nations League,Podgorica,Montenegro,FALSE
2018-11-20,Serbia,Lithuania,4,1,UEFA Nations League,Belgrade,Serbia,FALSE
2018-11-20,Kosovo,Azerbaijan,4,0,UEFA Nations League,Pristina,Kosovo,FALSE
2018-11-20,Malta,Faroe Islands,1,1,UEFA Nations League,Attard,Malta,FALSE
2018-11-20,Albania,Wales,1,0,Friendly,Elbasan,Albania,FALSE
2018-11-20,Argentina,Mexico,2,0,Friendly,Mendoza,Argentina,FALSE
2018-11-20,Australia,Lebanon,3,0,Friendly,Sydney,Australia,FALSE
2018-11-20,Brazil,Cameroon,1,0,Friendly,London,England,TRUE
2018-11-20,Chile,Honduras,4,1,Friendly,Temuco,Chile,FALSE
2018-11-20,China PR,Palestine,1,1,Friendly,Wuhan,China PR,FALSE
2018-11-20,El Salvador,Haiti,1,0,Friendly,San Salvador,El Salvador,FALSE
2018-11-20,France,Uruguay,1,0,Friendly,Paris,France,FALSE
2018-11-20,Iran,Venezuela,1,1,Friendly,Doha,Qatar,TRUE
2018-11-20,Iraq,Bolivia,0,0,Friendly,Al-Ain,Iraq,FALSE
2018-11-20,Italy,United States,1,0,Friendly,Genk,Belgium,TRUE
2018-11-20,Japan,Kyrgyzstan,4,0,Friendly,Toyota,Japan,FALSE
2018-11-20,Jordan,Saudi Arabia,1,1,Friendly,Amman,Jordan,FALSE
2018-11-20,South Korea,Uzbekistan,4,0,Friendly,Brisbane,Australia,TRUE
2018-11-20,Kuwait,Syria,1,2,Friendly,Al Farwaniyah,Kuwait,FALSE
2018-11-20,Nigeria,Uganda,0,0,Friendly,Asaba,Nigeria,FALSE
2018-11-20,Panama,Ecuador,1,2,Friendly,Panama City,Panama,FALSE
2018-11-20,Peru,Costa Rica,2,3,Friendly,Arequipa,Peru,FALSE
2018-11-20,South Africa,Paraguay,1,1,Friendly,Durban,South Africa,FALSE
2018-11-20,Tunisia,Morocco,0,1,Friendly,Radès,Tunisia,FALSE
2018-11-20,Turkey,Ukraine,0,0,Friendly,Antalya,Turkey,FALSE
2018-11-20,United Arab Emirates,Yemen,2,0,Friendly,Dubai,United Arab Emirates,FALSE
2018-11-20,Myanmar,Vietnam,0,0,AFF Championship,Yangon,Myanmar,FALSE
2018-11-20,Cambodia,Laos,3,1,AFF Championship,Phnom Penh,Cambodia,FALSE
2018-11-20,Sint Maarten,Dominica,0,2,CONCACAF Nations League qualifying,The Valley,Anguilla,TRUE
2018-11-20,French Guiana,Guyana,2,1,CONCACAF Nations League qualifying,Cayenne,French Guiana,FALSE
2018-11-21,Philippines,Thailand,1,1,AFF Championship,Bacolod,Philippines,FALSE
2018-11-21,Singapore,Timor-Leste,6,1,AFF Championship,Kallang,Singapore,FALSE
2018-11-24,Vietnam,Cambodia,3,0,AFF Championship,Hanoi,Vietnam,FALSE
2018-11-24,Malaysia,Myanmar,3,0,AFF Championship,Kuala Lumpur,Malaysia,FALSE
2018-11-25,Indonesia,Philippines,0,0,AFF Championship,Jakarta,Indonesia,FALSE
2018-11-25,Thailand,Singapore,3,0,AFF Championship,Bangkok,Thailand,FALSE
2018-12-01,Malaysia,Thailand,0,0,AFF Championship,Kuala Lumpur,Malaysia,FALSE
2018-12-02,Philippines,Vietnam,1,2,AFF Championship,Bacolod,Philippines,FALSE
2018-12-05,Thailand,Malaysia,2,2,AFF Championship,Bangkok,Thailand,FALSE
2018-12-06,Vietnam,Philippines,2,1,AFF Championship,Hanoi,Vietnam,FALSE
2018-12-11,Malaysia,Vietnam,2,2,AFF Championship,Kuala Lumpur,Malaysia,FALSE
2018-12-13,Oman,Tajikistan,2,1,Friendly,Muscat,Oman,FALSE
2018-12-15,Vietnam,Malaysia,1,0,AFF Championship,Hanoi,Vietnam,FALSE
2018-12-16,Oman,Tajikistan,1,0,Friendly,Muscat,Oman,FALSE
2018-12-16,Palestine,Pakistan,2,0,Friendly,Doha,Qatar,TRUE
2018-12-20,Bahrain,Tajikistan,5,0,Friendly,Isa Town,Bahrain,FALSE
2018-12-20,Jordan,Kyrgyzstan,0,1,Friendly,Doha,Qatar,TRUE
2018-12-23,Qatar,Jordan,2,0,Friendly,Doha,Qatar,FALSE
2018-12-24,Iraq,China PR,2,1,Friendly,Doha,Qatar,TRUE
2018-12-24,Palestine,Iran,1,1,Friendly,Doha,Qatar,TRUE
2018-12-25,Afghanistan,Turkmenistan,0,2,Friendly,Antalya,Turkey,TRUE
2018-12-25,Qatar,Kyrgyzstan,1,0,Friendly,Doha,Qatar,FALSE
2018-12-25,Vietnam,North Korea,1,1,Friendly,Hanoi,Vietnam,FALSE
2018-12-27,Bahrain,Lebanon,1,0,Friendly,East Riffa,Bahrain,FALSE
2018-12-27,India,Oman,0,0,Friendly,Abu Dhabi,United Arab Emirates,TRUE
2018-12-27,Qatar,Algeria,0,1,Friendly,Doha,Qatar,FALSE
2018-12-28,China PR,Jordan,1,1,Friendly,Doha,Qatar,TRUE
2018-12-28,Iraq,Palestine,1,0,Friendly,Doha,Qatar,TRUE
2018-12-28,United Arab Emirates,Kuwait,0,2,Friendly,Dubai,United Arab Emirates,FALSE
2018-12-29,Bahrain,North Korea,4,0,Friendly,Isa Town,Bahrain,FALSE
2018-12-30,Australia,Oman,5,0,Friendly,Dubai,United Arab Emirates,TRUE
2018-12-30,Yemen,Syria,0,1,Friendly,Abu Dhabi,United Arab Emirates,TRUE
2018-12-31,South Korea,Saudi Arabia,0,0,Friendly,Abu Dhabi,United Arab Emirates,TRUE
2018-12-31,Kyrgyzstan,Palestine,2,1,Friendly,Doha,Qatar,TRUE
2018-12-31,Philippines,Vietnam,2,4,Friendly,Doha,Qatar,TRUE
2018-12-31,Qatar,Iran,1,2,Friendly,Doha,Qatar,FALSE
2019-01-02,Oman,Thailand,2,0,Friendly,Abu Dhabi,United Arab Emirates,TRUE
2019-01-05,United Arab Emirates,Bahrain,1,1,AFC Asian Cup,Abu Dhabi,United Arab Emirates,FALSE
2019-01-06,Thailand,India,1,4,AFC Asian Cup,Abu Dhabi,United Arab Emirates,TRUE
2019-01-06,Australia,Jordan,0,1,AFC Asian Cup,Al Ain,United Arab Emirates,TRUE
